Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Channel Partners,France,VTT,Medium,2234.000,250,12,26808.000,2412.720,24395.280,6702.000,17693.280,2013-09-01,9,September,2013
Midmarket,France,VTT,Medium,1227.000,250,15,18405.000,1656.450,16748.550,12270.000,4478.550,2014-10-01,10,October,2014
Enterprise,Mexico,VTT,Medium,877.000,250,125,109625.000,9866.250,99758.750,105240.000,-5481.250,2014-11-01,11,November,2014
Government,United States of America,Amarilla,Medium,2071.000,260,350,724850.000,65236.500,659613.500,538460.000,121153.500,2014-09-01,9,September,2014
Government,Canada,Amarilla,Medium,1269.000,260,350,444150.000,39973.500,404176.500,329940.000,74236.500,2014-10-01,10,October,2014
Midmarket,Germany,Amarilla,Medium,970.000,260,15,14550.000,1309.500,13240.500,9700.000,3540.500,2013-11-01,11,November,2013
Government,Mexico,Amarilla,Medium,1694.000,260,20,33880.000,3049.200,30830.800,16940.000,13890.800,2014-11-01,11,November,2014
Government,Germany,Carretera,Medium,663.000,3,20,13260.000,1193.400,12066.600,6630.000,5436.600,2014-05-01,5,May,2014
Government,Canada,Carretera,Medium,819.000,3,7,5733.000,515.970,5217.030,4095.000,1122.030,2014-07-01,7,July,2014
Channel Partners,Germany,Carretera,Medium,1580.000,3,12,18960.000,1706.400,17253.600,4740.000,12513.600,2014-09-01,9,September,2014
Government,Mexico,Carretera,Medium,521.000,3,7,3647.000,328.230,3318.770,2605.000,713.770,2014-12-01,12,December,2014
Government,United States of America,Paseo,Medium,973.000,10,20,19460.000,1751.400,17708.600,9730.000,7978.600,2014-03-01,3,March,2014
Government,Mexico,Paseo,Medium,1038.000,10,20,20760.000,1868.400,18891.600,10380.000,8511.600,2014-06-01,6,June,2014
Government,Germany,Paseo,Medium,360.000,10,7,2520.000,226.800,2293.200,1800.000,493.200,2014-10-01,10,October,2014
Channel Partners,France,Velo,Medium,1967.000,120,12,23604.000,2124.360,21479.640,5901.000,15578.640,2014-03-01,3,March,2014
Midmarket,Mexico,Velo,Medium,2628.000,120,15,39420.000,3547.800,35872.200,26280.000,9592.200,2014-04-01,4,April,2014
Government,Germany,VTT,Medium,360.000,250,7,2520.000,226.800,2293.200,1800.000,493.200,2014-10-01,10,October,2014
Government,France,VTT,Medium,2682.000,250,20,53640.000,4827.600,48812.400,26820.000,21992.400,2013-11-01,11,November,2013
Government,Mexico,VTT,Medium,521.000,250,7,3647.000,328.230,3318.770,2605.000,713.770,2014-12-01,12,December,2014
Government,Mexico,Amarilla,Medium,1038.000,260,20,20760.000,1868.400,18891.600,10380.000,8511.600,2014-06-01,6,June,2014
Midmarket,Canada,Amarilla,Medium,1630.500,260,15,24457.500,2201.180,22256.320,16305.000,5951.320,2014-07-01,7,July,2014
Channel Partners,France,Amarilla,Medium,306.000,260,12,3672.000,330.480,3341.520,918.000,2423.520,2013-12-01,12,December,2013
Channel Partners,United States of America,Carretera,High,386.000,3,12,4632.000,463.200,4168.800,1158.000,3010.800,2013-10-01,10,October,2013
Government,United States of America,Montana,High,2328.000,5,7,16296.000,1629.600,14666.400,11640.000,3026.400,2014-09-01,9,September,2014
Channel Partners,United States of America,Paseo,High,386.000,10,12,4632.000,463.200,4168.800,1158.000,3010.800,2013-10-01,10,October,2013
Enterprise,United States of America,Carretera,High,3445.500,3,125,430687.500,43068.750,387618.750,413460.000,-25841.250,2014-04-01,4,April,2014
Enterprise,France,Carretera,High,1482.000,3,125,185250.000,18525.000,166725.000,177840.000,-11115.000,2013-12-01,12,December,2013
Government,United States of America,Montana,High,2313.000,5,350,809550.000,80955.000,728595.000,601380.000,127215.000,2014-05-01,5,May,2014
Enterprise,United States of America,Montana,High,1804.000,5,125,225500.000,22550.000,202950.000,216480.000,-13530.000,2013-11-01,11,November,2013
Midmarket,France,Montana,High,2072.000,5,15,31080.000,3108.000,27972.000,20720.000,7252.000,2014-12-01,12,December,2014
Government,France,Paseo,High,1954.000,10,20,39080.000,3908.000,35172.000,19540.000,15632.000,2014-03-01,3,March,2014
Small Business,Mexico,Paseo,High,591.000,10,300,177300.000,17730.000,159570.000,147750.000,11820.000,2014-05-01,5,May,2014
Midmarket,France,Paseo,High,2167.000,10,15,32505.000,3250.500,29254.500,21670.000,7584.500,2013-10-01,10,October,2013
Government,Germany,Paseo,High,241.000,10,20,4820.000,482.000,4338.000,2410.000,1928.000,2014-10-01,10,October,2014
Midmarket,Germany,Velo,High,681.000,120,15,10215.000,1021.500,9193.500,6810.000,2383.500,2014-01-01,1,January,2014
Midmarket,Germany,Velo,High,510.000,120,15,7650.000,765.000,6885.000,5100.000,1785.000,2014-04-01,4,April,2014
Midmarket,United States of America,Velo,High,790.000,120,15,11850.000,1185.000,10665.000,7900.000,2765.000,2014-05-01,5,May,2014
Government,France,Velo,High,639.000,120,350,223650.000,22365.000,201285.000,166140.000,35145.000,2014-07-01,7,July,2014
Enterprise,United States of America,Velo,High,1596.000,120,125,199500.000,19950.000,179550.000,191520.000,-11970.000,2014-09-01,9,September,2014
Small Business,United States of America,Velo,High,2294.000,120,300,688200.000,68820.000,619380.000,573500.000,45880.000,2013-10-01,10,October,2013
Government,Germany,Velo,High,241.000,120,20,4820.000,482.000,4338.000,2410.000,1928.000,2014-10-01,10,October,2014
Government,Germany,Velo,High,2665.000,120,7,18655.000,1865.500,16789.500,13325.000,3464.500,2014-11-01,11,November,2014
Enterprise,Canada,Velo,High,1916.000,120,125,239500.000,23950.000,215550.000,229920.000,-14370.000,2013-12-01,12,December,2013
Small Business,France,Velo,High,853.000,120,300,255900.000,25590.000,230310.000,213250.000,17060.000,2014-12-01,12,December,2014
Enterprise,Mexico,VTT,High,341.000,250,125,42625.000,4262.500,38362.500,40920.000,-2557.500,2014-05-01,5,May,2014
Midmarket,Mexico,VTT,High,641.000,250,15,9615.000,961.500,8653.500,6410.000,2243.500,2014-07-01,7,July,2014
Government,United States of America,VTT,High,2807.000,250,350,982450.000,98245.000,884205.000,729820.000,154385.000,2014-08-01,8,August,2014
Small Business,Mexico,VTT,High,432.000,250,300,129600.000,12960.000,116640.000,108000.000,8640.000,2014-09-01,9,September,2014
Small Business,United States of America,VTT,High,2294.000,250,300,688200.000,68820.000,619380.000,573500.000,45880.000,2013-10-01,10,October,2013
Midmarket,France,VTT,High,2167.000,250,15,32505.000,3250.500,29254.500,21670.000,7584.500,2013-10-01,10,October,2013
Enterprise,Canada,VTT,High,2529.000,250,125,316125.000,31612.500,284512.500,303480.000,-18967.500,2014-11-01,11,November,2014
Government,Germany,VTT,High,1870.000,250,350,654500.000,65450.000,589050.000,486200.000,102850.000,2013-12-01,12,December,2013
Enterprise,United States of America,Amarilla,High,579.000,260,125,72375.000,7237.500,65137.500,69480.000,-4342.500,2014-01-01,1,January,2014
Government,Canada,Amarilla,High,2240.000,260,350,784000.000,78400.000,705600.000,582400.000,123200.000,2014-02-01,2,February,2014
Small Business,United States of America,Amarilla,High,2993.000,260,300,897900.000,89790.000,808110.000,748250.000,59860.000,2014-03-01,3,March,2014
Channel Partners,Canada,Amarilla,High,3520.500,260,12,42246.000,4224.600,38021.400,10561.500,27459.900,2014-04-01,4,April,2014
Government,Mexico,Amarilla,High,2039.000,260,20,40780.000,4078.000,36702.000,20390.000,16312.000,2014-05-01,5,May,2014
Channel Partners,Germany,Amarilla,High,2574.000,260,12,30888.000,3088.800,27799.200,7722.000,20077.200,2014-08-01,8,August,2014
Government,Canada,Amarilla,High,707.000,260,350,247450.000,24745.000,222705.000,183820.000,38885.000,2014-09-01,9,September,2014
Midmarket,France,Amarilla,High,2072.000,260,15,31080.000,3108.000,27972.000,20720.000,7252.000,2014-12-01,12,December,2014
Small Business,France,Amarilla,High,853.000,260,300,255900.000,25590.000,230310.000,213250.000,17060.000,2014-12-01,12,December,2014
Channel Partners,France,Carretera,High,1198.000,3,12,14376.000,1581.360,12794.640,3594.000,9200.640,2013-10-01,10,October,2013
Government,France,Paseo,High,2532.000,10,7,17724.000,1949.640,15774.360,12660.000,3114.360,2014-04-01,4,April,2014
Channel Partners,France,Paseo,High,1198.000,10,12,14376.000,1581.360,12794.640,3594.000,9200.640,2013-10-01,10,October,2013
Midmarket,Canada,Velo,High,384.000,120,15,5760.000,633.600,5126.400,3840.000,1286.400,2014-01-01,1,January,2014
Channel Partners,Germany,Velo,High,472.000,120,12,5664.000,623.040,5040.960,1416.000,3624.960,2014-10-01,10,October,2014
Government,United States of America,VTT,High,1579.000,250,7,11053.000,1215.830,9837.170,7895.000,1942.170,2014-03-01,3,March,2014
Channel Partners,Mexico,VTT,High,1005.000,250,12,12060.000,1326.600,10733.400,3015.000,7718.400,2013-09-01,9,September,2013
Midmarket,United States of America,Amarilla,High,3199.500,260,15,47992.500,5279.170,42713.320,31995.000,10718.320,2014-07-01,7,July,2014
Channel Partners,Germany,Amarilla,High,472.000,260,12,5664.000,623.040,5040.960,1416.000,3624.960,2014-10-01,10,October,2014
Channel Partners,Canada,Carretera,High,1937.000,3,12,23244.000,2556.840,20687.160,5811.000,14876.160,2014-02-01,2,February,2014
Government,Germany,Carretera,High,792.000,3,350,277200.000,30492.000,246708.000,205920.000,40788.000,2014-03-01,3,March,2014
Small Business,Germany,Carretera,High,2811.000,3,300,843300.000,92763.000,750537.000,702750.000,47787.000,2014-07-01,7,July,2014
Enterprise,France,Carretera,High,2441.000,3,125,305125.000,33563.750,271561.250,292920.000,-21358.750,2014-10-01,10,October,2014
Midmarket,Canada,Carretera,High,1560.000,3,15,23400.000,2574.000,20826.000,15600.000,5226.000,2013-11-01,11,November,2013
Government,Mexico,Carretera,High,2706.000,3,7,18942.000,2083.620,16858.380,13530.000,3328.380,2013-11-01,11,November,2013
Government,Germany,Montana,High,766.000,5,350,268100.000,29491.000,238609.000,199160.000,39449.000,2014-01-01,1,January,2014
Government,Germany,Montana,High,2992.000,5,20,59840.000,6582.400,53257.600,29920.000,23337.600,2013-10-01,10,October,2013
Midmarket,Mexico,Montana,High,2157.000,5,15,32355.000,3559.050,28795.950,21570.000,7225.950,2014-12-01,12,December,2014
Small Business,Canada,Paseo,High,873.000,10,300,261900.000,28809.000,233091.000,218250.000,14841.000,2014-01-01,1,January,2014
Government,Mexico,Paseo,High,1122.000,10,20,22440.000,2468.400,19971.600,11220.000,8751.600,2014-03-01,3,March,2014
Government,Canada,Paseo,High,2104.500,10,350,736575.000,81023.250,655551.750,547170.000,108381.750,2014-07-01,7,July,2014
Channel Partners,Canada,Paseo,High,4026.000,10,12,48312.000,5314.320,42997.680,12078.000,30919.680,2014-07-01,7,July,2014
Channel Partners,France,Paseo,High,2425.500,10,12,29106.000,3201.660,25904.340,7276.500,18627.840,2014-07-01,7,July,2014
Government,Canada,Paseo,High,2394.000,10,20,47880.000,5266.800,42613.200,23940.000,18673.200,2014-08-01,8,August,2014
Midmarket,Mexico,Paseo,High,1984.000,10,15,29760.000,3273.600,26486.400,19840.000,6646.400,2014-08-01,8,August,2014
Enterprise,France,Paseo,High,2441.000,10,125,305125.000,33563.750,271561.250,292920.000,-21358.750,2014-10-01,10,October,2014
Government,Germany,Paseo,High,2992.000,10,20,59840.000,6582.400,53257.600,29920.000,23337.600,2013-10-01,10,October,2013
Small Business,Canada,Paseo,High,1366.000,10,300,409800.000,45078.000,364722.000,341500.000,23222.000,2014-11-01,11,November,2014
Government,France,Velo,High,2805.000,120,20,56100.000,6171.000,49929.000,28050.000,21879.000,2013-09-01,9,September,2013
Midmarket,Mexico,Velo,High,655.000,120,15,9825.000,1080.750,8744.250,6550.000,2194.250,2013-09-01,9,September,2013
Government,Mexico,Velo,High,344.000,120,350,120400.000,13244.000,107156.000,89440.000,17716.000,2013-10-01,10,October,2013
Government,Canada,Velo,High,1808.000,120,7,12656.000,1392.160,11263.840,9040.000,2223.840,2014-11-01,11,November,2014
Channel Partners,France,VTT,High,1734.000,250,12,20808.000,2288.880,18519.120,5202.000,13317.120,2014-01-01,1,January,2014
Enterprise,Mexico,VTT,High,554.000,250,125,69250.000,7617.500,61632.500,66480.000,-4847.500,2014-01-01,1,January,2014
Government,Canada,VTT,High,2935.000,250,20,58700.000,6457.000,52243.000,29350.000,22893.000,2013-11-01,11,November,2013
Enterprise,Germany,Amarilla,High,3165.000,260,125,395625.000,43518.750,352106.250,379800.000,-27693.750,2014-01-01,1,January,2014
Government,Mexico,Amarilla,High,2629.000,260,20,52580.000,5783.800,46796.200,26290.000,20506.200,2014-01-01,1,January,2014
Enterprise,France,Amarilla,High,1433.000,260,125,179125.000,19703.750,159421.250,171960.000,-12538.750,2014-05-01,5,May,2014
Enterprise,Mexico,Amarilla,High,947.000,260,125,118375.000,13021.250,105353.750,113640.000,-8286.250,2013-09-01,9,September,2013
Government,Mexico,Amarilla,High,344.000,260,350,120400.000,13244.000,107156.000,89440.000,17716.000,2013-10-01,10,October,2013
Midmarket,Mexico,Amarilla,High,2157.000,260,15,32355.000,3559.050,28795.950,21570.000,7225.950,2014-12-01,12,December,2014
Government,United States of America,Paseo,High,380.000,10,7,2660.000,292.600,2367.400,1900.000,467.400,2013-09-01,9,September,2013
Government,Mexico,Carretera,High,886.000,3,350,310100.000,37212.000,272888.000,230360.000,42528.000,2014-06-01,6,June,2014
Enterprise,Canada,Carretera,High,2416.000,3,125,302000.000,36240.000,265760.000,289920.000,-24160.000,2013-09-01,9,September,2013
Enterprise,Mexico,Carretera,High,2156.000,3,125,269500.000,32340.000,237160.000,258720.000,-21560.000,2014-10-01,10,October,2014
Midmarket,Canada,Carretera,High,2689.000,3,15,40335.000,4840.200,35494.800,26890.000,8604.800,2014-11-01,11,November,2014
Midmarket,United States of America,Montana,High,677.000,5,15,10155.000,1218.600,8936.400,6770.000,2166.400,2014-03-01,3,March,2014
Small Business,France,Montana,High,1773.000,5,300,531900.000,63828.000,468072.000,443250.000,24822.000,2014-04-01,4,April,2014
Government,Mexico,Montana,High,2420.000,5,7,16940.000,2032.800,14907.200,12100.000,2807.200,2014-09-01,9,September,2014
Government,Canada,Montana,High,2734.000,5,7,19138.000,2296.560,16841.440,13670.000,3171.440,2014-10-01,10,October,2014
Government,Mexico,Montana,High,1715.000,5,20,34300.000,4116.000,30184.000,17150.000,13034.000,2013-10-01,10,October,2013
Small Business,France,Montana,High,1186.000,5,300,355800.000,42696.000,313104.000,296500.000,16604.000,2013-12-01,12,December,2013
Small Business,United States of America,Paseo,High,3495.000,10,300,1048500.000,125820.000,922680.000,873750.000,48930.000,2014-01-01,1,January,2014
Government,Mexico,Paseo,High,886.000,10,350,310100.000,37212.000,272888.000,230360.000,42528.000,2014-06-01,6,June,2014
Enterprise,Mexico,Paseo,High,2156.000,10,125,269500.000,32340.000,237160.000,258720.000,-21560.000,2014-10-01,10,October,2014
Government,Mexico,Paseo,High,905.000,10,20,18100.000,2172.000,15928.000,9050.000,6878.000,2014-10-01,10,October,2014
Government,Mexico,Paseo,High,1715.000,10,20,34300.000,4116.000,30184.000,17150.000,13034.000,2013-10-01,10,October,2013
Government,France,Paseo,High,1594.000,10,350,557900.000,66948.000,490952.000,414440.000,76512.000,2014-11-01,11,November,2014
Small Business,Germany,Paseo,High,1359.000,10,300,407700.000,48924.000,358776.000,339750.000,19026.000,2014-11-01,11,November,2014
Small Business,Mexico,Paseo,High,2150.000,10,300,645000.000,77400.000,567600.000,537500.000,30100.000,2014-11-01,11,November,2014
Government,Mexico,Paseo,High,1197.000,10,350,418950.000,50274.000,368676.000,311220.000,57456.000,2014-11-01,11,November,2014
Midmarket,Mexico,Paseo,High,380.000,10,15,5700.000,684.000,5016.000,3800.000,1216.000,2013-12-01,12,December,2013
Government,Mexico,Paseo,High,1233.000,10,20,24660.000,2959.200,21700.800,12330.000,9370.800,2014-12-01,12,December,2014
Government,Mexico,Velo,High,1395.000,120,350,488250.000,58590.000,429660.000,362700.000,66960.000,2014-07-01,7,July,2014
Government,United States of America,Velo,High,986.000,120,350,345100.000,41412.000,303688.000,256360.000,47328.000,2014-10-01,10,October,2014
Government,Mexico,Velo,High,905.000,120,20,18100.000,2172.000,15928.000,9050.000,6878.000,2014-10-01,10,October,2014
Channel Partners,Canada,VTT,High,2109.000,250,12,25308.000,3036.960,22271.040,6327.000,15944.040,2014-05-01,5,May,2014
Midmarket,France,VTT,High,3874.500,250,15,58117.500,6974.100,51143.400,38745.000,12398.400,2014-07-01,7,July,2014
Government,Canada,VTT,High,623.000,250,350,218050.000,26166.000,191884.000,161980.000,29904.000,2013-09-01,9,September,2013
Government,United States of America,VTT,High,986.000,250,350,345100.000,41412.000,303688.000,256360.000,47328.000,2014-10-01,10,October,2014
Enterprise,United States of America,VTT,High,2387.000,250,125,298375.000,35805.000,262570.000,286440.000,-23870.000,2014-11-01,11,November,2014
Government,Mexico,VTT,High,1233.000,250,20,24660.000,2959.200,21700.800,12330.000,9370.800,2014-12-01,12,December,2014
Government,United States of America,Amarilla,High,270.000,260,350,94500.000,11340.000,83160.000,70200.000,12960.000,2014-02-01,2,February,2014
Government,France,Amarilla,High,3421.500,260,7,23950.500,2874.060,21076.440,17107.500,3968.940,2014-07-01,7,July,2014
Government,Canada,Amarilla,High,2734.000,260,7,19138.000,2296.560,16841.440,13670.000,3171.440,2014-10-01,10,October,2014
Midmarket,United States of America,Amarilla,High,2548.000,260,15,38220.000,4586.400,33633.600,25480.000,8153.600,2013-11-01,11,November,2013
Government,France,Carretera,High,2521.500,3,20,50430.000,6051.600,44378.400,25215.000,19163.400,2014-01-01,1,January,2014
Channel Partners,Mexico,Montana,High,2661.000,5,12,31932.000,3831.840,28100.160,7983.000,20117.160,2014-05-01,5,May,2014
Government,Germany,Paseo,High,1531.000,10,20,30620.000,3674.400,26945.600,15310.000,11635.600,2014-12-01,12,December,2014
Government,France,VTT,High,1491.000,250,7,10437.000,1252.440,9184.560,7455.000,1729.560,2014-03-01,3,March,2014
Government,Germany,VTT,High,1531.000,250,20,30620.000,3674.400,26945.600,15310.000,11635.600,2014-12-01,12,December,2014
Channel Partners,Canada,Amarilla,High,2761.000,260,12,33132.000,3975.840,29156.160,8283.000,20873.160,2013-09-01,9,September,2013
Midmarket,United States of America,Carretera,High,2567.000,3,15,38505.000,5005.650,33499.350,25670.000,7829.350,2014-06-01,6,June,2014
Midmarket,United States of America,VTT,High,2567.000,250,15,38505.000,5005.650,33499.350,25670.000,7829.350,2014-06-01,6,June,2014
Government,Canada,Carretera,High,923.000,3,350,323050.000,41996.500,281053.500,239980.000,41073.500,2014-03-01,3,March,2014
Government,France,Carretera,High,1790.000,3,350,626500.000,81445.000,545055.000,465400.000,79655.000,2014-03-01,3,March,2014
Government,Germany,Carretera,High,442.000,3,20,8840.000,1149.200,7690.800,4420.000,3270.800,2013-09-01,9,September,2013
Government,United States of America,Montana,High,982.500,5,350,343875.000,44703.750,299171.250,255450.000,43721.250,2014-01-01,1,January,2014
Government,United States of America,Montana,High,1298.000,5,7,9086.000,1181.180,7904.820,6490.000,1414.820,2014-02-01,2,February,2014
Channel Partners,Mexico,Montana,High,604.000,5,12,7248.000,942.240,6305.760,1812.000,4493.760,2014-06-01,6,June,2014
Government,Mexico,Montana,High,2255.000,5,20,45100.000,5863.000,39237.000,22550.000,16687.000,2014-07-01,7,July,2014
Government,Canada,Montana,High,1249.000,5,20,24980.000,3247.400,21732.600,12490.000,9242.600,2014-10-01,10,October,2014
Government,United States of America,Paseo,High,1438.500,10,7,10069.500,1309.040,8760.460,7192.500,1567.960,2014-01-01,1,January,2014
Small Business,Germany,Paseo,High,807.000,10,300,242100.000,31473.000,210627.000,201750.000,8877.000,2014-01-01,1,January,2014
Government,United States of America,Paseo,High,2641.000,10,20,52820.000,6866.600,45953.400,26410.000,19543.400,2014-02-01,2,February,2014
Government,Germany,Paseo,High,2708.000,10,20,54160.000,7040.800,47119.200,27080.000,20039.200,2014-02-01,2,February,2014
Government,Canada,Paseo,High,2632.000,10,350,921200.000,119756.000,801444.000,684320.000,117124.000,2014-06-01,6,June,2014
Enterprise,Canada,Paseo,High,1583.000,10,125,197875.000,25723.750,172151.250,189960.000,-17808.750,2014-06-01,6,June,2014
Channel Partners,Mexico,Paseo,High,571.000,10,12,6852.000,890.760,5961.240,1713.000,4248.240,2014-07-01,7,July,2014
Government,France,Paseo,High,2696.000,10,7,18872.000,2453.360,16418.640,13480.000,2938.640,2014-08-01,8,August,2014
Midmarket,Canada,Paseo,High,1565.000,10,15,23475.000,3051.750,20423.250,15650.000,4773.250,2014-10-01,10,October,2014
Government,Canada,Paseo,High,1249.000,10,20,24980.000,3247.400,21732.600,12490.000,9242.600,2014-10-01,10,October,2014
Government,Germany,Paseo,High,357.000,10,350,124950.000,16243.500,108706.500,92820.000,15886.500,2014-11-01,11,November,2014
Channel Partners,Germany,Paseo,High,1013.000,10,12,12156.000,1580.280,10575.720,3039.000,7536.720,2014-12-01,12,December,2014
Midmarket,France,Velo,High,3997.500,120,15,59962.500,7795.120,52167.380,39975.000,12192.380,2014-01-01,1,January,2014
Government,Canada,Velo,High,2632.000,120,350,921200.000,119756.000,801444.000,684320.000,117124.000,2014-06-01,6,June,2014
Government,France,Velo,High,1190.000,120,7,8330.000,1082.900,7247.100,5950.000,1297.100,2014-06-01,6,June,2014
Channel Partners,Mexico,Velo,High,604.000,120,12,7248.000,942.240,6305.760,1812.000,4493.760,2014-06-01,6,June,2014
Midmarket,Germany,Velo,High,660.000,120,15,9900.000,1287.000,8613.000,6600.000,2013.000,2013-09-01,9,September,2013
Channel Partners,Mexico,Velo,High,410.000,120,12,4920.000,639.600,4280.400,1230.000,3050.400,2014-10-01,10,October,2014
Small Business,Mexico,Velo,High,2605.000,120,300,781500.000,101595.000,679905.000,651250.000,28655.000,2013-11-01,11,November,2013
Channel Partners,Germany,Velo,High,1013.000,120,12,12156.000,1580.280,10575.720,3039.000,7536.720,2014-12-01,12,December,2014
Enterprise,Canada,VTT,High,1583.000,250,125,197875.000,25723.750,172151.250,189960.000,-17808.750,2014-06-01,6,June,2014
Midmarket,Canada,VTT,High,1565.000,250,15,23475.000,3051.750,20423.250,15650.000,4773.250,2014-10-01,10,October,2014
Enterprise,Canada,Amarilla,High,1659.000,260,125,207375.000,26958.750,180416.250,199080.000,-18663.750,2014-01-01,1,January,2014
Government,France,Amarilla,High,1190.000,260,7,8330.000,1082.900,7247.100,5950.000,1297.100,2014-06-01,6,June,2014
Channel Partners,Mexico,Amarilla,High,410.000,260,12,4920.000,639.600,4280.400,1230.000,3050.400,2014-10-01,10,October,2014
Channel Partners,Germany,Amarilla,High,1770.000,260,12,21240.000,2761.200,18478.800,5310.000,13168.800,2013-12-01,12,December,2013
Government,Mexico,Carretera,High,2579.000,3,20,51580.000,7221.200,44358.800,25790.000,18568.800,2014-04-01,4,April,2014
Government,United States of America,Carretera,High,1743.000,3,20,34860.000,4880.400,29979.600,17430.000,12549.600,2014-05-01,5,May,2014
Government,United States of America,Carretera,High,2996.000,3,7,20972.000,2936.080,18035.920,14980.000,3055.920,2013-10-01,10,October,2013
Government,Germany,Carretera,High,280.000,3,7,1960.000,274.400,1685.600,1400.000,285.600,2014-12-01,12,December,2014
Government,France,Montana,High,293.000,5,7,2051.000,287.140,1763.860,1465.000,298.860,2014-02-01,2,February,2014
Government,United States of America,Montana,High,2996.000,5,7,20972.000,2936.080,18035.920,14980.000,3055.920,2013-10-01,10,October,2013
Midmarket,Germany,Paseo,High,278.000,10,15,4170.000,583.800,3586.200,2780.000,806.200,2014-02-01,2,February,2014
Government,Canada,Paseo,High,2428.000,10,20,48560.000,6798.400,41761.600,24280.000,17481.600,2014-03-01,3,March,2014
Midmarket,United States of America,Paseo,High,1767.000,10,15,26505.000,3710.700,22794.300,17670.000,5124.300,2014-09-01,9,September,2014
Channel Partners,France,Paseo,High,1393.000,10,12,16716.000,2340.240,14375.760,4179.000,10196.760,2014-10-01,10,October,2014
Government,Germany,VTT,High,280.000,250,7,1960.000,274.400,1685.600,1400.000,285.600,2014-12-01,12,December,2014
Channel Partners,France,Amarilla,High,1393.000,260,12,16716.000,2340.240,14375.760,4179.000,10196.760,2014-10-01,10,October,2014
Channel Partners,United States of America,Amarilla,High,2015.000,260,12,24180.000,3385.200,20794.800,6045.000,14749.800,2013-12-01,12,December,2013
Small Business,Mexico,Carretera,High,801.000,3,300,240300.000,33642.000,206658.000,200250.000,6408.000,2014-07-01,7,July,2014
Enterprise,France,Carretera,High,1023.000,3,125,127875.000,17902.500,109972.500,122760.000,-12787.500,2013-09-01,9,September,2013
Small Business,Canada,Carretera,High,1496.000,3,300,448800.000,62832.000,385968.000,374000.000,11968.000,2014-10-01,10,October,2014
Small Business,United States of America,Carretera,High,1010.000,3,300,303000.000,42420.000,260580.000,252500.000,8080.000,2014-10-01,10,October,2014
Midmarket,Germany,Carretera,High,1513.000,3,15,22695.000,3177.300,19517.700,15130.000,4387.700,2014-11-01,11,November,2014
Midmarket,Canada,Carretera,High,2300.000,3,15,34500.000,4830.000,29670.000,23000.000,6670.000,2014-12-01,12,December,2014
Enterprise,Mexico,Carretera,High,2821.000,3,125,352625.000,49367.500,303257.500,338520.000,-35262.500,2013-12-01,12,December,2013
Government,Canada,Montana,High,2227.500,5,350,779625.000,109147.500,670477.500,579150.000,91327.500,2014-01-01,1,January,2014
Government,Germany,Montana,High,1199.000,5,350,419650.000,58751.000,360899.000,311740.000,49159.000,2014-04-01,4,April,2014
Government,Canada,Montana,High,200.000,5,350,70000.000,9800.000,60200.000,52000.000,8200.000,2014-05-01,5,May,2014
Government,Canada,Montana,High,388.000,5,7,2716.000,380.240,2335.760,1940.000,395.760,2014-09-01,9,September,2014
Government,Mexico,Montana,High,1727.000,5,7,12089.000,1692.460,10396.540,8635.000,1761.540,2013-10-01,10,October,2013
Midmarket,Canada,Montana,High,2300.000,5,15,34500.000,4830.000,29670.000,23000.000,6670.000,2014-12-01,12,December,2014
Government,Mexico,Paseo,High,260.000,10,20,5200.000,728.000,4472.000,2600.000,1872.000,2014-02-01,2,February,2014
Midmarket,Canada,Paseo,High,2470.000,10,15,37050.000,5187.000,31863.000,24700.000,7163.000,2013-09-01,9,September,2013
Midmarket,Canada,Paseo,High,1743.000,10,15,26145.000,3660.300,22484.700,17430.000,5054.700,2013-10-01,10,October,2013
Channel Partners,United States of America,Paseo,High,2914.000,10,12,34968.000,4895.520,30072.480,8742.000,21330.480,2014-10-01,10,October,2014
Government,France,Paseo,High,1731.000,10,7,12117.000,1696.380,10420.620,8655.000,1765.620,2014-10-01,10,October,2014
Government,Canada,Paseo,High,700.000,10,350,245000.000,34300.000,210700.000,182000.000,28700.000,2014-11-01,11,November,2014
Channel Partners,Canada,Paseo,High,2222.000,10,12,26664.000,3732.960,22931.040,6666.000,16265.040,2013-11-01,11,November,2013
Government,United States of America,Paseo,High,1177.000,10,350,411950.000,57673.000,354277.000,306020.000,48257.000,2014-11-01,11,November,2014
Government,France,Paseo,High,1922.000,10,350,672700.000,94178.000,578522.000,499720.000,78802.000,2013-11-01,11,November,2013
Enterprise,Mexico,Velo,High,1575.000,120,125,196875.000,27562.500,169312.500,189000.000,-19687.500,2014-02-01,2,February,2014
Government,United States of America,Velo,High,606.000,120,20,12120.000,1696.800,10423.200,6060.000,4363.200,2014-04-01,4,April,2014
Small Business,United States of America,Velo,High,2460.000,120,300,738000.000,103320.000,634680.000,615000.000,19680.000,2014-07-01,7,July,2014
Small Business,Canada,Velo,High,269.000,120,300,80700.000,11298.000,69402.000,67250.000,2152.000,2013-10-01,10,October,2013
Small Business,Germany,Velo,High,2536.000,120,300,760800.000,106512.000,654288.000,634000.000,20288.000,2013-11-01,11,November,2013
Government,Mexico,VTT,High,2903.000,250,7,20321.000,2844.940,17476.060,14515.000,2961.060,2014-03-01,3,March,2014
